int a,int b,int cin,int sum,int cout
3,9,1,13,0
212,47,1,4,1
206,51,1,2,1
83,226,0,53,1
203,59,0,6,1
0,11,1,12,0
5,14,0,19,0
71,219,1,35,1
6,13,0,19,0
201,91,0,36,1
250,10,1,5,1
251,9,1,5,1
146,77,0,223,0
232,136,0,112,1
248,9,0,1,1
