int a,int b,int cin,int sum,int cout
149,178,1,72,1
231,26,0,1,1
108,206,0,58,1
232,25,0,1,1
204,54,1,3,1
8,14,0,22,0
2,3,0,5,0
228,30,0,2,1
255,3,0,2,1
4,1,1,6,0
