int a,int b,int cin,int sum,int cout
45,241,1,31,1
3,2,1,6,0
206,53,1,4,1
71,58,0,129,0
39,185,0,224,0
214,42,1,1,1
250,7,0,1,1
243,93,0,80,1
245,17,1,7,1
245,15,1,5,1
248,7,0,255,0
243,19,0,6,1
46,44,1,91,0
1,3,0,4,0
213,47,0,4,1
208,52,0,4,1
213,47,0,4,1
