int a,int b,int cin,int sum,int cout
3,1,1,5,0
13,6,0,19,0
204,53,0,1,1
4,11,1,16,0
6,0,0,6,0
227,30,1,2,1
212,43,0,255,0
221,37,1,3,1
239,18,0,1,1
6,8,1,15,0
207,50,1,2,1
205,51,1,1,1
81,77,0,158,0
