int a,int b,int cin,int sum,int cout
65,47,1,113,0
233,29,0,6,1
234,24,1,3,1
237,21,1,3,1
126,248,0,118,1
56,234,0,34,1
7,2,1,10,0
244,14,1,3,1
11,13,1,25,0
253,4,1,2,1
222,39,0,5,1
227,30,1,2,1
234,22,0,0,1
