int a,int b,int cin,int sum,int cout
13,11,1,25,0
1,13,0,14,0
245,12,1,2,1
5,1,0,6,0
2,13,1,16,0
227,31,0,2,1
195,187,0,126,1
232,30,1,7,1
248,14,1,7,1
2,9,0,11,0
252,158,1,155,1
207,51,0,2,1
11,11,1,23,0
