int a,int b,int cin,int sum,int cout
35,167,1,203,0
218,38,1,1,1
249,13,0,6,1
236,23,1,4,1
7,13,1,21,0
227,34,1,6,1
231,24,0,255,0
243,233,0,220,1
11,1,1,13,0
