int a,int b,int cin,int sum,int cout
214,46,1,5,1
205,51,0,0,1
236,22,0,2,1
244,12,1,1,1
237,20,0,1,1
31,235,0,10,1
245,17,0,6,1
231,30,1,6,1
230,32,1,7,1
