int a,int b,int cin,int sum,int cout
6,5,1,12,0
252,10,0,6,1
248,7,1,0,1
9,12,0,21,0
141,176,0,61,1
249,12,0,5,1
1,14,1,16,0
122,5,0,127,0
239,18,1,2,1
9,2,1,12,0
