int a,int b,int cin,int sum,int cout
239,78,1,62,1
1,9,0,10,0
214,44,1,3,1
10,12,1,23,0
214,46,0,4,1
248,13,0,5,1
252,10,0,6,1
183,242,1,170,1
9,8,1,18,0
210,46,0,0,1
5,14,0,19,0
163,138,1,46,1
220,42,0,6,1
209,48,0,1,1
233,27,1,5,1
