int a,int b,int cin,int sum,int cout
210,52,1,7,1
3,2,0,5,0
213,42,1,0,1
6,15,0,21,0
185,98,0,27,1
82,240,1,67,1
14,2,0,16,0
240,17,0,1,1
227,29,1,1,1
82,135,0,217,0
13,9,1,23,0
116,255,0,115,1
236,23,1,4,1
3,12,1,16,0
143,51,0,194,0
214,214,0,172,1
86,229,1,60,1
