int a,int b,int cin,int sum,int cout
2,8,1,11,0
249,10,0,3,1
212,48,1,5,1
14,0,1,15,0
244,11,0,255,0
138,135,1,18,1
8,220,1,229,0
221,39,0,4,1
231,25,1,1,1
11,4,1,16,0
