int a,int b,int cin,int sum,int cout
73,76,0,149,0
210,45,0,255,0
112,168,1,25,1
12,4,1,17,0
47,168,1,216,0
11,5,1,17,0
220,160,0,124,1
30,239,0,13,1
248,9,1,2,1
230,30,0,4,1
247,11,1,3,1
215,46,0,5,1
