int a,int b,int cin,int sum,int cout
13,142,1,156,0
14,8,1,23,0
250,11,0,5,1
220,39,1,4,1
42,221,0,7,1
34,171,1,206,0
179,147,0,70,1
244,11,1,0,1
232,27,0,3,1
84,129,1,214,0
1,14,0,15,0
191,72,0,7,1
224,36,0,4,1
42,63,1,106,0
