int A,int B,int A_greater,int A_equal,int A_less
0,3,0,0,1
7,4,1,0,0
7,2,1,0,0
6,2,1,0,0
2,3,0,0,1
6,5,1,0,0
3,2,1,0,0
0,7,0,0,1
1,7,0,0,1
7,6,1,0,0
3,2,1,0,0
4,5,0,0,1
3,1,1,0,0
2,1,1,0,0
2,3,0,0,1
