int A,int B,int A_greater,int A_equal,int A_less
3,5,0,0,1
6,1,1,0,0
1,0,1,0,0
0,3,0,0,1
3,7,0,0,1
4,3,1,0,0
6,0,1,0,0
2,5,0,0,1
