int A,int B,int A_greater,int A_equal,int A_less
3,5,0,0,1
6,1,1,0,0
2,0,1,0,0
5,1,1,0,0
3,3,0,1,0
5,2,1,0,0
5,3,1,0,0
2,3,0,0,1
