int A,int B,int A_greater,int A_equal,int A_less
2,5,0,0,1
5,2,1,0,0
1,0,1,0,0
3,7,0,0,1
4,6,0,0,1
5,1,1,0,0
3,2,1,0,0
6,6,0,1,0
