int A,int B,int A_greater,int A_equal,int A_less
5,4,1,0,0
4,5,0,0,1
0,4,0,0,1
7,7,0,1,0
3,2,1,0,0
1,2,0,0,1
0,1,0,0,1
4,7,0,0,1
