int A,int B,int A_greater,int A_equal,int A_less
4,4,0,1,0
1,2,0,0,1
4,5,0,0,1
6,3,1,0,0
5,7,0,0,1
3,4,0,0,1
7,3,1,0,0
7,1,1,0,0
1,3,0,0,1
5,7,0,0,1
6,2,1,0,0
