int A,int B,int A_greater,int A_equal,int A_less
4,1,1,0,0
2,4,0,0,1
0,1,0,0,1
1,7,0,0,1
6,5,1,0,0
1,7,0,0,1
1,6,0,0,1
2,4,0,0,1
2,2,0,1,0
4,7,0,0,1
1,7,0,0,1
5,5,0,1,0
