int A,int B,int A_greater,int A_equal,int A_less
4,3,1,0,0
1,7,0,0,1
1,6,0,0,1
6,4,1,0,0
2,2,0,1,0
0,3,0,0,1
0,2,0,0,1
6,0,1,0,0
