int A,int B,int A_greater,int A_equal,int A_less
7,3,1,0,0
4,7,0,0,1
1,7,0,0,1
5,4,1,0,0
2,3,0,0,1
1,5,0,0,1
6,0,1,0,0
5,6,0,0,1
1,3,0,0,1
7,5,1,0,0
