int a,int b,int cin,int sum,int cout
84,132,0,216,0
105,24,0,129,0
252,10,0,6,1
34,158,0,192,0
7,9,1,17,0
253,8,1,6,1
226,31,1,2,1
7,7,1,15,0
3,4,0,7,0
202,57,1,4,1
220,40,0,4,1
229,32,1,6,1
110,54,1,165,0
