int a,int b,int cin,int sum,int cout
2,11,0,13,0
15,8,1,24,0
217,42,0,3,1
238,18,1,1,1
14,11,1,26,0
5,187,0,192,0
15,12,1,28,0
208,54,0,6,1
198,109,0,51,1
219,42,0,5,1
