int a,int b,int cin,int sum,int cout
7,4,1,12,0
12,12,0,24,0
218,39,1,2,1
84,5,0,89,0
251,8,0,3,1
7,15,0,22,0
213,48,1,6,1
202,55,1,2,1
250,8,1,3,1
