int a,int b,int cin,int sum,int cout
78,163,1,242,0
209,49,1,3,1
237,22,0,3,1
14,144,0,158,0
216,45,1,6,1
251,11,0,6,1
236,19,1,0,1
12,2,0,14,0
39,234,0,17,1
182,88,1,15,1
2,6,0,8,0
92,211,1,48,1
6,6,1,13,0
