int a,int b,int cin,int sum,int cout
0,12,0,12,0
229,27,0,0,1
100,252,0,96,1
14,8,0,22,0
216,41,0,1,1
218,37,1,0,1
1,6,1,8,0
233,26,0,3,1
220,42,1,7,1
217,43,1,5,1
6,0,0,6,0
234,25,0,3,1
2,3,0,5,0
