int a,int b,int cin,int sum,int cout
14,11,1,26,0
225,31,0,0,1
237,25,0,6,1
201,65,1,11,1
19,93,1,113,0
219,38,0,1,1
228,33,1,6,1
3,0,1,4,0
243,18,0,5,1
241,19,0,4,1
4,9,1,14,0
211,50,1,6,1
5,13,0,18,0
233,25,0,2,1
247,10,0,1,1
213,42,1,0,1
