int a,int b,int cin,int sum,int cout
7,12,1,20,0
194,189,1,128,1
241,21,1,7,1
235,93,0,72,1
232,24,1,1,1
14,2,0,16,0
212,47,1,4,1
242,16,1,3,1
11,0,0,11,0
207,50,0,1,1
228,27,0,255,0
