int a,int b,int cin,int sum,int cout
135,161,0,40,1
91,9,1,101,0
208,52,0,4,1
233,27,1,5,1
14,13,1,28,0
217,45,1,7,1
218,41,0,3,1
184,119,0,47,1
237,21,0,2,1
