int a,int b,int cin,int sum,int cout
2,4,1,7,0
3,14,0,17,0
200,60,0,4,1
157,186,1,88,1
0,5,1,6,0
10,7,1,18,0
6,7,0,13,0
248,11,0,3,1
210,1,1,212,0
