int a,int b,int cin,int sum,int cout
7,1,1,9,0
251,6,0,1,1
243,17,0,4,1
2,2,1,5,0
15,5,1,21,0
237,21,1,3,1
215,43,0,2,1
79,85,0,164,0
5,4,1,10,0
202,55,0,1,1
14,13,0,27,0
