int a,int b,int cin,int sum,int cout
1,2,0,3,0
233,27,0,4,1
244,18,1,7,1
161,132,1,38,1
0,0,0,0,0
200,60,1,5,1
252,8,1,5,1
0,8,0,8,0
204,55,0,3,1
15,208,0,223,0
