int a,int b,int cin,int sum,int cout
36,154,1,191,0
223,37,1,5,1
235,172,1,152,1
222,34,1,1,1
242,15,1,2,1
156,212,0,112,1
220,40,1,5,1
5,4,1,10,0
4,10,0,14,0
250,7,0,1,1
128,227,1,100,1
15,12,1,28,0
233,29,1,7,1
7,10,0,17,0
9,9,0,18,0
245,8,1,254,0
238,76,0,58,1
5,6,1,12,0
243,17,0,4,1
237,21,1,3,1
38,85,1,124,0
4,0,0,4,0
234,26,0,4,1
213,44,0,1,1
