int a,int b,int cin,int sum,int cout
8,12,1,21,0
217,45,1,7,1
224,34,1,3,1
248,14,1,7,1
219,42,0,5,1
235,24,1,4,1
13,4,0,17,0
12,242,1,255,0
3,9,0,12,0
201,54,1,0,1
2,3,0,5,0
237,20,0,1,1
224,35,1,4,1
128,46,0,174,0
224,33,1,2,1
5,9,0,14,0
225,34,0,3,1
2,14,0,16,0
