int a,int b,int cin,int sum,int cout
7,15,1,23,0
248,14,1,7,1
243,18,1,6,1
207,52,0,3,1
235,27,0,6,1
251,4,1,0,1
233,24,1,2,1
204,55,0,3,1
127,239,1,111,1
10,11,1,22,0
5,3,0,8,0
253,5,1,3,1
203,57,0,4,1
235,22,0,1,1
248,7,1,0,1
207,52,1,4,1
154,78,0,232,0
212,48,0,4,1
2,2,1,5,0
10,15,0,25,0
213,44,0,1,1
12,12,1,25,0
