int a,int b,int cin,int sum,int cout
5,10,1,16,0
10,6,0,16,0
213,45,1,3,1
26,96,0,122,0
12,121,1,134,0
14,13,1,28,0
255,3,0,2,1
255,2,0,1,1
76,35,0,111,0
