int a,int b,int cin,int sum,int cout
18,77,1,96,0
214,42,0,0,1
247,11,1,3,1
5,15,0,20,0
201,56,1,2,1
253,7,0,4,1
159,69,1,229,0
196,48,1,245,0
221,34,0,255,0
78,251,1,74,1
10,15,1,26,0
247,8,1,0,1
206,53,0,3,1
200,61,1,6,1
244,11,0,255,0
245,14,0,3,1
15,2,1,18,0
3,15,0,18,0
206,50,0,0,1
247,15,1,7,1
209,46,1,0,1
254,1,0,255,0
232,30,0,6,1
233,22,1,0,1
