int a,int b,int cin,int sum,int cout
77,159,0,236,0
14,13,0,27,0
209,49,1,3,1
254,5,1,4,1
13,12,1,26,0
217,39,0,0,1
233,24,0,1,1
0,8,1,9,0
165,169,0,78,1
228,53,0,25,1
244,18,1,7,1
251,9,1,5,1
