int a,int b,int cin,int sum,int cout
239,18,1,2,1
236,25,0,5,1
217,40,0,1,1
253,3,0,0,1
100,108,0,208,0
207,55,1,7,1
161,166,1,72,1
252,9,1,6,1
216,45,1,6,1
226,34,0,4,1
204,53,1,2,1
237,23,0,4,1
235,23,0,2,1
31,88,1,120,0
214,45,1,4,1
226,31,1,2,1
0,7,1,8,0
200,61,0,5,1
206,52,0,2,1
172,40,0,212,0
236,21,1,2,1
230,30,0,4,1
222,37,1,4,1
221,41,0,6,1
210,133,1,88,1
14,5,0,19,0
11,13,0,24,0
9,7,0,16,0
217,253,0,214,1
15,10,1,26,0
