int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,0,0,0,0,0,0
1,1,0,1,0,164,0,0,0
1,1,1,1,0,164,0,0,0
1,1,1,1,0,164,0,1,0
1,0,0,1,0,164,0,1,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,3,148,0,0,0
1,1,1,1,3,148,0,0,0
1,1,1,1,3,148,0,0,0
1,1,1,1,3,148,0,0,0
1,1,1,1,3,148,0,1,0
1,0,0,1,3,148,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,3,53,0,0,0
1,1,1,1,3,53,0,0,0
1,1,1,1,3,53,0,0,0
1,1,1,1,3,53,0,0,0
1,1,1,1,3,53,0,1,0
1,0,0,1,3,53,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
