int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,0,0,0,193,0,0
1,1,0,0,1,97,193,0,0
1,1,1,0,1,97,193,0,0
1,1,1,0,1,97,97,1,0
1,0,0,0,1,97,97,1,0
1,1,0,1,3,45,97,0,0
1,1,1,1,3,45,97,0,0
1,1,1,1,3,45,97,0,0
1,1,1,1,3,45,97,0,0
1,1,1,1,3,45,97,1,0
1,0,0,1,3,45,97,0,0
1,1,0,1,3,79,97,0,0
1,1,1,1,3,79,97,0,0
1,1,1,1,3,79,97,0,0
1,1,1,1,3,79,97,0,0
1,1,1,1,3,79,97,1,0
1,0,0,1,3,79,97,0,0
1,1,0,1,2,162,97,0,0
1,1,1,1,2,162,97,0,0
1,1,1,1,2,162,97,1,0
1,0,0,1,2,162,97,1,0
1,1,0,1,2,178,97,0,0
1,1,1,1,2,178,97,0,0
1,1,1,1,2,178,97,1,0
1,0,0,1,2,178,97,1,0
1,1,0,1,0,134,97,0,0
1,1,1,1,0,134,97,0,0
1,1,1,1,0,134,97,1,0
1,0,0,1,0,134,97,1,0
1,0,0,0,0,0,97,0,0
1,0,0,0,0,0,97,0,0
1,0,0,0,0,0,97,0,0
1,1,0,1,0,89,97,0,0
1,1,1,1,0,89,97,0,0
1,1,1,1,0,89,97,1,0
1,0,0,1,0,89,97,1,0
1,0,0,0,0,0,97,0,0
1,0,0,0,0,0,97,0,0
1,0,0,0,0,0,97,0,0
1,0,0,0,0,0,97,0,0
1,0,0,0,0,0,97,0,0
