int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,0,0,0,0,0,0
1,1,0,1,2,49,0,0,0
1,1,1,1,2,49,0,0,0
1,1,1,1,2,49,0,1,0
1,0,0,1,2,49,0,1,0
1,1,0,1,3,224,0,0,0
1,1,1,1,3,224,0,0,0
1,1,1,1,3,224,0,0,0
1,1,1,1,3,224,0,0,0
1,1,1,1,3,224,0,1,0
1,0,0,1,3,224,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,2,157,0,0,0
1,1,1,1,2,157,0,0,0
1,1,1,1,2,157,0,1,0
1,0,0,1,2,157,0,1,0
1,1,0,1,0,9,0,0,0
1,1,1,1,0,9,0,0,0
1,1,1,1,0,9,0,1,0
1,0,0,1,0,9,0,1,0
1,1,0,0,3,224,0,0,0
1,1,1,0,3,224,0,0,0
1,1,1,0,3,224,0,0,0
1,1,1,0,3,224,0,0,0
1,1,1,0,3,224,224,1,0
1,0,0,0,3,224,224,0,0
1,0,0,0,0,0,224,0,0
1,0,0,0,0,0,224,0,0
1,0,0,0,0,0,224,0,0
1,1,0,0,1,0,224,0,0
1,1,1,0,1,0,224,0,0
1,1,1,0,1,0,0,1,0
1,0,0,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0
1,1,0,1,3,106,0,0,0
1,1,1,1,3,106,0,0,0
1,1,1,1,3,106,0,0,0
1,1,1,1,3,106,0,0,0
1,1,1,1,3,106,0,1,0
1,0,0,1,3,106,0,0,0
1,1,0,0,3,106,0,0,0
1,1,1,0,3,106,0,0,0
1,1,1,0,3,106,0,0,0
1,1,1,0,3,106,0,0,0
1,1,1,0,3,106,106,1,0
1,0,0,0,3,106,106,0,0
1,0,0,0,0,0,106,0,0
1,0,0,0,0,0,106,0,0
1,1,0,0,3,106,106,0,0
1,1,1,0,3,106,106,0,0
1,1,1,0,3,106,106,0,0
1,1,1,0,3,106,106,0,0
1,1,1,0,3,106,106,1,0
1,0,0,0,3,106,106,0,0
1,1,0,1,4,49,106,0,0
1,1,1,1,4,49,106,0,0
1,1,1,1,4,49,106,1,1
1,0,0,1,4,49,106,1,1
1,1,0,0,1,0,106,0,0
1,1,1,0,1,0,106,0,0
1,1,1,0,1,0,0,1,0
1,0,0,0,1,0,0,1,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
