int presetn,int psel,int penable,int pwrite,int paddr,int pwdata,int prdata,int pready,int pslverr
1,0,0,0,0,0,0,0,0
1,1,0,1,1,4,0,0,0
1,1,1,1,1,4,0,0,0
1,1,1,1,1,4,0,1,0
1,0,0,1,1,4,0,1,0
1,1,0,1,3,229,0,0,0
1,1,1,1,3,229,0,0,0
1,1,1,1,3,229,0,0,0
1,1,1,1,3,229,0,0,0
1,1,1,1,3,229,0,1,0
1,0,0,1,3,229,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,1,81,0,0,0
1,1,1,1,1,81,0,0,0
1,1,1,1,1,81,0,1,0
1,0,0,1,1,81,0,1,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,1,0,1,3,84,0,0,0
1,1,1,1,3,84,0,0,0
1,1,1,1,3,84,0,0,0
1,1,1,1,3,84,0,0,0
1,1,1,1,3,84,0,1,0
1,0,0,1,3,84,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0
