int A,int B,int A_greater,int A_equal,int A_less
4,7,0,0,1
6,2,1,0,0
2,1,1,0,0
4,5,0,0,1
5,7,0,0,1
6,1,1,0,0
7,3,1,0,0
7,5,1,0,0
