int A,int B,int A_greater,int A_equal,int A_less
5,5,0,1,0
1,0,1,0,0
6,4,1,0,0
2,6,0,0,1
7,5,1,0,0
6,3,1,0,0
0,6,0,0,1
0,3,0,0,1
5,1,1,0,0
2,0,1,0,0
0,3,0,0,1
