int A,int B,int A_greater,int A_equal,int A_less
5,5,0,1,0
6,5,1,0,0
6,3,1,0,0
5,7,0,0,1
5,1,1,0,0
1,0,1,0,0
7,6,1,0,0
4,7,0,0,1
5,1,1,0,0
4,0,1,0,0
7,1,1,0,0
