int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
28,52001,61610,0,0,0
8,37142,18,0,0,0
8,12347,28,0,0,0
34,53988,21,53988,1,0
