int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
26,24946,40685,1,1,0
30,11843,7709,1,1,0
25,63400,12163,0,0,0
10,9560,15,313262080,0,0
