int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
31,49766,57814,49766,1,0
28,62109,14709,1,1,0
26,45700,23,0,0,0
9,51322,62311,400,0,0
