int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
33,16414,38292,38292,0,0
31,38850,34049,34049,0,0
29,61282,62590,0,0,0
28,22290,12,1,1,0
26,7001,29,0,0,0
3,57215,23,57215,0,0
