int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
28,2552,7193,0,0,0
1,25800,7,25793,0,0
29,36815,12024,0,0,0
33,28578,35532,35532,0,0
