int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
10,41158,64327,5268224,0,0
2,65062,5,65059,0,0
29,59628,21840,0,0,0
26,17883,11,0,0,0
4,22661,53873,20481,0,0
34,44079,26899,44079,1,0
28,25540,28379,0,0,0
34,59529,18767,59529,1,0
