int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
33,28511,47320,47320,0,0
0,4027,20,4047,0,0
29,31307,6,0,0,0
25,10309,11,0,0,0
