int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
29,42507,56672,0,0,0
25,1506,17,0,0,0
8,11940,6423,0,0,0
0,52804,3,52807,0,0
