int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
28,4198,20424,0,0,0
26,6541,27,0,0,0
31,30132,0,0,0,0
26,27865,14913,0,0,0
