int operator_i,int operand_a_i,int operand_b_i,int result_o,int comparison_result_o,int is_equal_result_o
34,28645,61613,61613,0,0
1,38989,17,38972,0,0
25,38858,13398,0,0,0
8,23810,28,0,0,0
