int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,16955,0,1,1
0,1,16955,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
0,0,0,130,0,1
