int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,13180,0,1,1
0,1,13180,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
0,0,0,114,0,1
