int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,7112,0,1,1
0,1,7112,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
0,0,0,84,0,1
