int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,24319,0,1,1
0,1,24319,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
0,0,0,155,0,1
