int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,46285,0,1,1
0,1,46285,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
0,0,0,215,0,1
