int rst,int start,int in,int out,int error,int done
0,0,0,0,1,1
0,0,0,0,1,1
0,0,16821,0,1,1
0,1,16821,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
0,0,0,129,0,1
